adress,info,price,district,date,street,dom,clean,rooms,m2,floor,max_floors,rubm2
" Хользунова, 18/1","
 1-к квартира, 45 м², 16/18 эт.
 ",2250000,р-н Краснооктябрьский,29 июня 17:20,Хользунова,18,Хользунова 18,"
 1",45.0,16,18,50000.0
" Дзержинского, 51А","
 1-к квартира, 29.4 м², 6/9 эт.
 ",1260000,р-н Тракторозаводский,29 июня 19:52,Дзержинского,51,Дзержинского 51,"
 1",29.4,6,9,42857.14285714286
"пр-кт Героев Сталинграда, 37","
 1-к квартира, 38 м², 4/9 эт.
 ",1650000,р-н Красноармейский,29 июня 18:38,пр-кт Героев Сталинграда,37,пр-кт Героев Сталинграда 37,"
 1",38.0,4,9,43421.05263157895
" Быкова, 5","
 1-к квартира, 28.1 м², 3/5 эт.
 ",1350000,р-н Тракторозаводский,30 июня 11:02,Быкова,5,Быкова 5,"
 1",28.1,3,5,48042.70462633452
" Дзержинского, 47","
 1-к квартира, 30.7 м², 3/5 эт.
 ",1500000,р-н Тракторозаводский,30 июня 13:28,Дзержинского,47,Дзержинского 47,"
 1",30.7,3,5,48859.9348534202
" 51 Гвардейской дивизии, 19А","
 1-к квартира, 29.6 м², 4/9 эт.
 ",1600000,р-н Дзержинский,30 июня 11:40,51 Гвардейской дивизии,19,51 Гвардейской дивизии 19,"
 1",29.6,4,9,54054.05405405405
" Хиросимы, 4","
 1-к квартира, 38.6 м², 3/9 эт.
 ",3100000,р-н Центральный,30 июня 15:09,Хиросимы,4,Хиросимы 4,"
 1",38.6,3,9,80310.88082901554
" ГЭС, Колумба, 1Б","
 1-к квартира, 36 м², 9/9 эт.
 ",1570000,р-н Тракторозаводский,30 июня 10:30,Колумба,1,Колумба 1,"
 1",36.0,9,9,43611.11111111111
" Быстрова, 100","
 1-к квартира, 31.8 м², 9/10 эт.
 ",1530000,р-н Кировский,30 июня 13:05,Быстрова,100,Быстрова 100,"
 1",31.8,9,10,48113.20754716981
" 70летия Победы, 5","
 1-к квартира, 37.1 м², 15/16 эт.
 ",2500000,р-н Кировский,30 июня 15:14,70летия Победы,5,70летия Победы 5,"
 1",37.1,15,16,67385.44474393531
"Нарвская, 6","
 1-к квартира, 39 м², 9/9 эт.
 ",2599999,р-н Дзержинский,,Нарвская,6,Нарвская 6,"
 1",39.0,9,9,66666.64102564103
" Хорошева, 10","
 1-к квартира, 60 м², 6/6 эт.
 ",2940000,р-н Дзержинский,,Хорошева,10,Хорошева 10,"
 1",60.0,6,6,49000.0
" Канунникова, 5","
 1-к квартира, 30 м², 2/5 эт.
 ",1990000,р-н Ворошиловский,,Канунникова,5,Канунникова 5,"
 1",30.0,2,5,66333.33333333333
" 51 Гвардейской дивизии, 19А","
 1-к квартира, 22 м², 3/9 эт.
 ",1269000,р-н Дзержинский,30 июня 09:46,51 Гвардейской дивизии,19,51 Гвардейской дивизии 19,"
 1",22.0,3,9,57681.818181818184
" маршала Еременко, 44","
 1-к квартира, 41.7 м², 10/10 эт.
 ",2160000,р-н Краснооктябрьский,30 июня 10:17,маршала Еременко,44,маршала Еременко 44,"
 1",41.7,10,10,51798.561151079135
" Дегтярева, 11","
 1-к квартира, 30.2 м², 2/5 эт.
 ",1340000,р-н Тракторозаводский,30 июня 11:11,Дегтярева,11,Дегтярева 11,"
 1",30.2,2,5,44370.86092715232
"Шекснинская, 103","
 1-к квартира, 41 м², 5/6 эт.
 ",2470000,р-н Дзержинский,,Шекснинская,103,Шекснинская 103,"
 1",41.0,5,6,60243.90243902439
" Николая Отрады, 6","
 1-к квартира, 34 м², 8/9 эт.
 ",1590000,р-н Тракторозаводский,,Николая Отрады,6,Николая Отрады 6,"
 1",34.0,8,9,46764.705882352944
" 64 Армии, 16","
 1-к квартира, 32 м², 5/5 эт.
 ",1070000,р-н Кировский,30 июня 08:09,64 Армии,16,64 Армии 16,"
 1",32.0,5,5,33437.5
"пр-кт В.И. Ленина, 46","
 1-к квартира, 32.5 м², 5/5 эт.
 ",2000000,р-н Центральный,30 июня 11:44,пр-кт В.И. Ленина,46,пр-кт В.И. Ленина 46,"
 1",32.5,5,5,61538.46153846154
"микрорайон Жилгородок, Республиканская, 24","
 1-к квартира, 31.8 м², 5/5 эт.
 ",1440000,р-н Дзержинский,30 июня 10:26,Республиканская,24,Республиканская 24,"
 1",31.8,5,5,45283.018867924526
" Грибанова, 9А","
 1-к квартира, 36.9 м², 2/3 эт.
 ",1940000,р-н Советский,30 июня 11:09,Грибанова,9,Грибанова 9,"
 1",36.9,2,3,52574.52574525745
" Пархоменко, 57","
 1-к квартира, 35.3 м², 15/16 эт.
 ",2100000,р-н Центральный,30 июня 11:45,Пархоменко,57,Пархоменко 57,"
 1",35.3,15,16,59490.084985835696
" Николая Отрады, 4А","
 1-к квартира, 47 м², 2/13 эт.
 ",2850000,р-н Тракторозаводский,30 июня 10:30,Николая Отрады,4,Николая Отрады 4,"
 1",47.0,2,13,60638.29787234042
" Тулака, 5","
 1-к квартира, 32.7 м², 1/16 эт.
 ",1670000,р-н Советский,30 июня 00:19,Тулака,5,Тулака 5,"
 1",32.7,1,16,51070.336391437304
" Вершинина, 4","
 1-к квартира, 37 м², 5/5 эт.
 ",1550000,р-н Краснооктябрьский,29 июня 21:58,Вершинина,4,Вершинина 4,"
 1",37.0,5,5,41891.89189189189
"Новоремесленная, 5","
 1-к квартира, 43 м², 9/10 эт.
 ",3000000,р-н Краснооктябрьский,30 июня 09:29,Новоремесленная,5,Новоремесленная 5,"
 1",43.0,9,10,69767.44186046511
"Университетскийпр-кт, 57","
 1-к квартира, 54 м², 3/17 эт.
 ",2100000,р-н Советский,29 июня 23:38,Университетскийпр-кт,57,Университетскийпр-кт 57,"
 1",54.0,3,17,38888.88888888889
"пр-кт Канатчиков, 11","
 1-к квартира, 31 м², 2/5 эт.
 ",1380000,р-н Красноармейский,29 июня 23:06,пр-кт Канатчиков,11,пр-кт Канатчиков 11,"
 1",31.0,2,5,44516.12903225807
" Поддубного, 1","
 1-к квартира, 54.5 м², 10/16 эт.
 ",2452500,р-н Краснооктябрьский,30 июня 11:26,Поддубного,1,Поддубного 1,"
 1",54.5,10,16,45000.0
"Комитетская, 36А","
 1-к квартира, 31 м², 1/5 эт.
 ",1400000,р-н Ворошиловский,29 июня 19:40,Комитетская,36,Комитетская 36,"
 1",31.0,1,5,45161.290322580644
" Репина, 68","
 1-к квартира, 35.7 м², 9/9 эт.
 ",1900000,р-н Краснооктябрьский,29 июня 21:34,Репина,68,Репина 68,"
 1",35.7,9,9,53221.28851540616
"пр-кт маршала Жукова, 135","
 1-к квартира, 36 м², 1/5 эт.
 ",1550000,р-н Дзержинский,29 июня 19:07,пр-кт маршала Жукова,135,пр-кт маршала Жукова 135,"
 1",36.0,1,5,43055.555555555555
" Тулака, 13","
 1-к квартира, 33.8 м², 1/9 эт.
 ",1700000,р-н Советский,29 июня 18:50,Тулака,13,Тулака 13,"
 1",33.8,1,9,50295.857988165684
" Рокоссовского, 58","
 1-к квартира, 35 м², 8/9 эт.
 ",2060000,р-н Центральный,30 июня 00:19,Рокоссовского,58,Рокоссовского 58,"
 1",35.0,8,9,58857.142857142855
" Пархоменко, 43","
 1-к квартира, 43 м², 2/9 эт.
 ",2450000,р-н Центральный,29 июня 19:45,Пархоменко,43,Пархоменко 43,"
 1",43.0,2,9,56976.74418604651
" Елисеева, 5","
 1-к квартира, 31 м², 2/5 эт.
 ",2250000,р-н Ворошиловский,29 июня 19:59,Елисеева,5,Елисеева 5,"
 1",31.0,2,5,72580.64516129032
"пр-кт В.И. Ленина, 51А","
 1-к квартира, 34 м², 9/9 эт.
 ",2100000,р-н Центральный,30 июня 00:18,пр-кт В.И. Ленина,51,пр-кт В.И. Ленина 51,"
 1",34.0,9,9,61764.705882352944
"микрорайон Жилгородок, Танкистов, 7","
 1-к квартира, 36 м², 8/9 эт.
 ",1780000,р-н Дзержинский,29 июня 18:39,Танкистов,7,Танкистов 7,"
 1",36.0,8,9,49444.444444444445
" Пожарского, 338","
 1-к квартира, 33 м², 4/4 эт.
 ",2110000,р-н Кировский,29 июня 18:05,Пожарского,338,Пожарского 338,"
 1",33.0,4,4,63939.393939393936
"Волгоград, Канунникова, 5","
 1-к квартира, 33 м², 2/5 эт.
 ",2080000,р-н Ворошиловский,29 июня 17:17,Канунникова,5,Канунникова 5,"
 1",33.0,2,5,63030.30303030303
"Кузнецкая, 30","
 1-к квартира, 34 м², 1/9 эт.
 ",1910000,р-н Ворошиловский,29 июня 20:48,Кузнецкая,30,Кузнецкая 30,"
 1",34.0,1,9,56176.470588235294
" Фадеева, 29","
 1-к квартира, 30 м², 4/5 эт.
 ",1410000,р-н Красноармейский,29 июня 14:36,Фадеева,29,Фадеева 29,"
 1",30.0,4,5,47000.0
"Гремячинская, 4","
 1-к квартира, 29.4 м², 4/5 эт.
 ",1415000,р-н Красноармейский,29 июня 19:52,Гремячинская,4,Гремячинская 4,"
 1",29.4,4,5,48129.251700680274
"Удмуртская, 103","
 1-к квартира, 31 м², 1/9 эт.
 ",1090000,р-н Красноармейский,29 июня 13:46,Удмуртская,103,Удмуртская 103,"
 1",31.0,1,9,35161.290322580644
"район Семь Ветров, Константина Симонова, 27","
 1-к квартира, 44.9 м², 1/9 эт.
 ",2100000,р-н Дзержинский,29 июня 14:35,Константина Симонова,27,Константина Симонова 27,"
 1",44.9,1,9,46770.6013363029
"микрорайон Водстрой, Костюченко, 3А","
 1-к квартира, 35 м², 1/5 эт.
 ",1150000,р-н Тракторозаводский,29 июня 15:00,Костюченко,3,Костюченко 3,"
 1",35.0,1,5,32857.142857142855
" Хользунова, 18/1","
 1-к квартира, 45 м², 16/18 эт.
 ",2250000,р-н Краснооктябрьский,29 июня 17:20,Хользунова,18,Хользунова 18,"
 1",45.0,16,18,50000.0
" Дзержинского, 51А","
 1-к квартира, 29.4 м², 6/9 эт.
 ",1260000,р-н Тракторозаводский,29 июня 19:52,Дзержинского,51,Дзержинского 51,"
 1",29.4,6,9,42857.14285714286
"пр-кт Героев Сталинграда, 37","
 1-к квартира, 38 м², 4/9 эт.
 ",1650000,р-н Красноармейский,29 июня 18:38,пр-кт Героев Сталинграда,37,пр-кт Героев Сталинграда 37,"
 1",38.0,4,9,43421.05263157895
" Быкова, 5","
 1-к квартира, 28.1 м², 3/5 эт.
 ",1350000,р-н Тракторозаводский,30 июня 11:02,Быкова,5,Быкова 5,"
 1",28.1,3,5,48042.70462633452
" Дзержинского, 47","
 1-к квартира, 30.7 м², 3/5 эт.
 ",1500000,р-н Тракторозаводский,30 июня 13:28,Дзержинского,47,Дзержинского 47,"
 1",30.7,3,5,48859.9348534202
" 51 Гвардейской дивизии, 19А","
 1-к квартира, 29.6 м², 4/9 эт.
 ",1600000,р-н Дзержинский,30 июня 11:40,51 Гвардейской дивизии,19,51 Гвардейской дивизии 19,"
 1",29.6,4,9,54054.05405405405
" Хиросимы, 4","
 1-к квартира, 38.6 м², 3/9 эт.
 ",3100000,р-н Центральный,30 июня 15:09,Хиросимы,4,Хиросимы 4,"
 1",38.6,3,9,80310.88082901554
" ГЭС, Колумба, 1Б","
 1-к квартира, 36 м², 9/9 эт.
 ",1570000,р-н Тракторозаводский,30 июня 10:30,Колумба,1,Колумба 1,"
 1",36.0,9,9,43611.11111111111
" Быстрова, 100","
 1-к квартира, 31.8 м², 9/10 эт.
 ",1530000,р-н Кировский,30 июня 13:05,Быстрова,100,Быстрова 100,"
 1",31.8,9,10,48113.20754716981
" 70летия Победы, 5","
 1-к квартира, 37.1 м², 15/16 эт.
 ",2500000,р-н Кировский,30 июня 15:14,70летия Победы,5,70летия Победы 5,"
 1",37.1,15,16,67385.44474393531
"Нарвская, 6","
 1-к квартира, 39 м², 9/9 эт.
 ",2599999,р-н Дзержинский,,Нарвская,6,Нарвская 6,"
 1",39.0,9,9,66666.64102564103
" Хорошева, 10","
 1-к квартира, 60 м², 6/6 эт.
 ",2940000,р-н Дзержинский,,Хорошева,10,Хорошева 10,"
 1",60.0,6,6,49000.0
" Канунникова, 5","
 1-к квартира, 30 м², 2/5 эт.
 ",1990000,р-н Ворошиловский,,Канунникова,5,Канунникова 5,"
 1",30.0,2,5,66333.33333333333
" 51 Гвардейской дивизии, 19А","
 1-к квартира, 22 м², 3/9 эт.
 ",1269000,р-н Дзержинский,30 июня 09:46,51 Гвардейской дивизии,19,51 Гвардейской дивизии 19,"
 1",22.0,3,9,57681.818181818184
" маршала Еременко, 44","
 1-к квартира, 41.7 м², 10/10 эт.
 ",2160000,р-н Краснооктябрьский,30 июня 10:17,маршала Еременко,44,маршала Еременко 44,"
 1",41.7,10,10,51798.561151079135
" Дегтярева, 11","
 1-к квартира, 30.2 м², 2/5 эт.
 ",1340000,р-н Тракторозаводский,30 июня 11:11,Дегтярева,11,Дегтярева 11,"
 1",30.2,2,5,44370.86092715232
